DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,codigo_municipio,endereco,location,nao_considerados,nome_local,nome_munic,num_local,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
123,104,75,347,SÃO BENTO,25045030,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL NISIA VILELA FERNANDES,DUQUE DE CAXIAS,2208,0.22,0.0,0.04,0.0,0.65,0.09,560,0,14,0,227,31,79
139,126,73,391,JARDIM OLAVO BILAC,25036040,58335,"RUA CASSIPORE, 114","RUA CASSIPORE, 114, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",126,JARDIM ESCOLA REINO DA CULTURA - PREDIO II,DUQUE DE CAXIAS,1171,0.19,0.0,0.02,0.0,0.68,0.12,61,0,6,0,265,47,194
127,108,106,380,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",145,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.28,0.0,0.03,0.0,0.62,0.08,205,0,10,0,235,29,126
160,107,93,413,SÃO BENTO,25045030,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",146,ESCOLA MUNICIPAL NISIA VILELA FERNANDES,DUQUE DE CAXIAS,2208,0.23,0.0,0.03,0.0,0.65,0.1,566,0,12,0,267,41,79
116,134,92,396,DOUTOR LAUREANO,25050520,58335,RUA PORTO SEGURO S/N,"RUA PORTO SEGURO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",146,ESCOLA MUNICIPAL ANA NERI,DUQUE DE CAXIAS,1058,0.23,0.0,0.05,0.0,0.63,0.09,124,0,19,0,250,35,78
94,134,111,388,SARAPUÍ,25050100,58335,"AV REPUBLICA DO PARAGUAI, S/N","AV REPUBLICA DO PARAGUAI, S/N, SARAPUÍ, DUQUE DE CAXIAS, Rio de Janeiro",160,CIEP CARLOS CHAGAS,DUQUE DE CAXIAS,1163,0.29,0.0,0.03,0.0,0.59,0.1,70,0,12,0,228,37,78
106,81,95,313,SANTA TERESA,25086030,58335,"ESTRADA SÃO VICENTE, 98","ESTRADA SÃO VICENTE, 98, SANTA TERESA, DUQUE DE CAXIAS, Rio de Janeiro",126,CIEP 098 PROFESSORA HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1015,0.3,0.0,0.02,0.0,0.6,0.08,2,0,5,0,187,26,200
161,91,101,387,PARQUE LAGUNA E DOURADOS,25085420,58335,"AV. DR. MANOEL TELLES, S/N","AV. DR. MANOEL TELLES, S/N, PARQUE LAGUNA E DOURADOS, DUQUE DE CAXIAS, Rio de Janeiro",135,CENTRO EDUCACIONAL COLEGIO CARLOS GOMES (QUADRA),DUQUE DE CAXIAS,1325,0.26,0.0,0.02,0.0,0.65,0.07,271,0,8,0,252,26,103
142,102,97,385,PARQUE PAULICÉIA,25071000,58335,RUA PARANA 739,"RUA PARANA 739, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",141,ESCOLA MUNICIPAL MOTA SOBRINHO,DUQUE DE CAXIAS,1023,0.25,0.0,0.03,0.0,0.63,0.09,12,0,10,0,244,34,200
92,112,121,384,JARDIM PRIMAVERA,25215250,58335,AV. JORNALISTA MOACYR PADILHA S/N,"AV. JORNALISTA MOACYR PADILHA S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",180,ESCOLA ESTADUAL MINAS GERAIS,DUQUE DE CAXIAS,1139,0.32,0.0,0.03,0.0,0.53,0.12,87,0,13,0,204,46,126
60,176,70,354,JARDIM ANHANGÁ,25264350,58335,"AV. ANHANGÁ, S/N","AV. ANHANGÁ, S/N, JARDIM ANHANGÁ, DUQUE DE CAXIAS, Rio de Janeiro",118,CIEP 319 - ODUVALDO VIANA FILHO,DUQUE DE CAXIAS,1244,0.2,0.0,0.05,0.0,0.67,0.08,180,0,19,0,236,29,127
110,102,79,333,JARDIM OLAVO BILAC,25035800,58335,RUA PEDRO LESSA LT 16/17 QD 12,"RUA PEDRO LESSA LT 16/17 QD 12, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",121,QUADRA ASSOCIAÇÃO EDUCACIONAL COLEGIO OLAVO BILAC,DUQUE DE CAXIAS,1104,0.24,0.0,0.03,0.0,0.64,0.1,52,0,9,0,212,33,194
100,96,103,343,VILA SÃO LUIS,25065050,58335,RUA GENERAL MANOEL RABELO S/N,"RUA GENERAL MANOEL RABELO S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",147,FACULDADE DE EDUCACAO DA BAIXADA FLUMINENSE - UERJ,DUQUE DE CAXIAS,1155,0.3,0.0,0.04,0.0,0.57,0.09,69,0,13,0,196,31,200
73,202,57,364,JARDIM ROTSEN,25272030,58335,"AV. AUTOMÓVEL CLUB, S/N KM 52","AV. AUTOMÓVEL CLUB, S/N KM 52, JARDIM ROTSEN, DUQUE DE CAXIAS, Rio de Janeiro",89,ESCOLA MUNICIPAL ALMIRANTE TAMANDARÉ,DUQUE DE CAXIAS,1384,0.16,0.0,0.02,0.0,0.76,0.07,187,0,8,0,275,24,127
88,107,117,353,CENTENÁRIO,25030160,58335,"R. JOÃO RIBEIRO, 73","R. JOÃO RIBEIRO, 73, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",158,JARDIM ESCOLA LUZ E SABER,DUQUE DE CAXIAS,1376,0.33,0.0,0.04,0.0,0.55,0.08,29,0,14,0,195,27,77
105,62,55,254,ENGENHO DO PORTO,25015190,58335,RUA COMANDANTE ARI PARREIRAS S/N,"RUA COMANDANTE ARI PARREIRAS S/N, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",87,CIEP ANTONIETA CAMPOS DA PAZ (CIEP 434-MARIA JOSE MACHADO),DUQUE DE CAXIAS,1368,0.22,0.0,0.02,0.0,0.66,0.11,192,0,5,0,167,27,103
114,109,96,360,CORTE OITO,25030060,58335,"RUA PETRÓPOLIS, 175","RUA PETRÓPOLIS, 175, CORTE OITO, DUQUE DE CAXIAS, Rio de Janeiro",137,ESCOLA MUNICIPAL ANÍSIO SPINOLA TEIXEIRA,DUQUE DE CAXIAS,1112,0.27,0.0,0.02,0.0,0.62,0.1,43,0,6,0,223,35,77
164,113,83,396,PANTANAL,25040060,58335,AV. LAURO SODRE S/N,"AV. LAURO SODRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",119,CIEP GRACILIANO RAMOS,DUQUE DE CAXIAS,1376,0.21,0.0,0.01,0.0,0.7,0.08,548,0,5,0,277,31,79
89,131,61,324,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",104,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.19,0.0,0.04,0.0,0.68,0.1,109,0,12,0,220,31,78
99,171,69,395,PILAR,25233170,58335,RUA COMENDADOR SILVA CARDOSO S/N,"RUA COMENDADOR SILVA CARDOSO S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",125,ESCOLA MUNICIPAL PROFESSORA AMÉLIA CÂMARA,DUQUE DE CAXIAS,2216,0.17,0.0,0.03,0.0,0.68,0.11,620,0,13,0,270,43,79
139,115,71,384,PARQUE MUISA,25044050,58335,RUA D  1,"RUA D  1, PARQUE MUISA, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA ESTADUAL SANTO INACIO,DUQUE DE CAXIAS,1732,0.18,0.0,0.03,0.0,0.66,0.13,623,0,10,0,254,49,79
106,145,104,394,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN S/N,"AV. CHOPIN S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",143,CIEP CHARLES CHAPLIN,DUQUE DE CAXIAS,1295,0.26,0.0,0.04,0.0,0.64,0.06,177,0,14,0,251,25,78
104,153,60,355,COPACABANA,25060360,58335,RUA ITU S/N,"RUA ITU S/N, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",98,(BRIZOLINHA) ESCOLA ESTADUAL GILBERTO FREIRE,DUQUE DE CAXIAS,1260,0.17,0.0,0.02,0.0,0.72,0.09,199,0,7,0,257,31,78
81,179,68,376,SARACURUNA,25220650,58335,RUA PEDRO I S/N,"RUA PEDRO I S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",116,ESCOLA MUNICIPAL PEDRO RODRIGUES DO CARMO,DUQUE DE CAXIAS,1570,0.18,0.0,0.04,0.0,0.69,0.09,333,0,14,0,260,34,126
55,143,86,307,XERÉM,25250080,58335,"RUA RIO GRANDE DO SUL, N 17","RUA RIO GRANDE DO SUL, N 17, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",109,ESCOLA MINICIPAL DOUTOR ELY COMBAT,DUQUE DE CAXIAS,1104,0.28,0.0,0.01,0.0,0.64,0.07,38,0,2,0,198,21,128
107,127,105,384,SARACURUNA,25220660,58335,RUA DO PORTO S/N,"RUA DO PORTO S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",150,CIEP 228 DARCY VARGAS,DUQUE DE CAXIAS,1554,0.27,0.0,0.02,0.0,0.61,0.1,265,0,7,0,234,38,126
77,83,93,277,PARADA ANGÉLICA,25272230,58335,"RUA REAL DA ESTRELA, S/N","RUA REAL DA ESTRELA, S/N, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",117,CIEP 407 - NEUZA GOULART BRIZOLA,DUQUE DE CAXIAS,1074,0.34,0.0,0.03,0.0,0.58,0.06,38,0,8,0,160,16,127
107,122,110,398,JARDIM PRIMAVERA,25215255,58335,AV. EMILIO DE MENEZES S/N,"AV. EMILIO DE MENEZES S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",169,CIEP 369 JORNALISTA SANDRO MOREYRA,DUQUE DE CAXIAS,1104,0.28,0.0,0.04,0.0,0.58,0.11,68,0,16,0,229,43,126
48,218,77,374,JARDIM BARRO BRANCO,25267120,58335,"AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10","AV. PEDRO ÁLVARES CABRAL, LT 27 QD 10, JARDIM BARRO BRANCO, DUQUE DE CAXIAS, Rio de Janeiro",108,ESCOLA MUNICIPAL BARRO BRANCO,DUQUE DE CAXIAS,1260,0.21,0.0,0.03,0.0,0.71,0.05,127,0,11,0,266,20,127
108,70,82,284,PARQUE LAGUNA E DOURADOS,25085420,58335,"AV. DR. MANOEL TELLES, S/N","AV. DR. MANOEL TELLES, S/N, PARQUE LAGUNA E DOURADOS, DUQUE DE CAXIAS, Rio de Janeiro",106,CENTRO EDUCACIONAL COLEGIO CARLOS GOMES (QUADRA),DUQUE DE CAXIAS,1325,0.29,0.0,0.02,0.0,0.63,0.06,135,0,6,0,178,18,103
106,92,94,336,JARDIM OLAVO BILAC,25035800,58335,RUA PEDRO LESSA LT 16/17 QD 12,"RUA PEDRO LESSA LT 16/17 QD 12, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",138,QUADRA ASSOCIAÇÃO EDUCACIONAL COLEGIO OLAVO BILAC,DUQUE DE CAXIAS,1104,0.28,0.0,0.04,0.0,0.59,0.1,53,0,12,0,198,32,194
79,119,80,337,NOVA CAMPINAS,25211220,58335,"AV. A, S/N","AV. A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",139,CIEP 227 - PROCÓPIO FERREIRA,DUQUE DE CAXIAS,1120,0.24,0.0,0.05,0.0,0.59,0.13,185,0,16,0,198,43,127
117,144,70,385,PARADA ANGÉLICA,25272540,58335,"RUA LÚCIA HELENA FACCINI, 08","RUA LÚCIA HELENA FACCINI, 08, PARADA ANGÉLICA, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL MARECHAL FLORIANO PEIXOTO,DUQUE DE CAXIAS,1090,0.18,0.0,0.03,0.0,0.68,0.11,52,0,11,0,261,43,127
131,117,94,378,VILA SÃO LUIS,25065090,58335,AV PRESIDENTE TANCREDO NEVES 1067,"AV PRESIDENTE TANCREDO NEVES 1067, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA MUNICIPAL LIONS,DUQUE DE CAXIAS,1228,0.25,0.0,0.01,0.0,0.66,0.08,99,0,5,0,248,31,78
106,76,108,342,CENTRO,25010300,58335,RUA TENENTE JOSE DIAS 349,"RUA TENENTE JOSE DIAS 349, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",160,COLEGIO SANTO ANTONIO,DUQUE DE CAXIAS,1120,0.32,0.0,0.03,0.0,0.53,0.12,140,0,11,0,182,41,103
101,113,90,335,CAROLINA,25070140,58335,RUA PRIMEIRO DE MAIO S/N,"RUA PRIMEIRO DE MAIO S/N, CAROLINA, DUQUE DE CAXIAS, Rio de Janeiro",121,COLÉGIO ESTADUAL RUI BARBOSA,DUQUE DE CAXIAS,1104,0.27,0.0,0.01,0.0,0.64,0.08,44,0,4,0,214,27,78
90,186,82,391,JARDIM GRAMACHO,25055340,58335,"RUA CARAMURU, 84","RUA CARAMURU, 84, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",115,ESCOLA MUNICIPAL MAURO DE CASTRO,DUQUE DE CAXIAS,1350,0.21,0.0,0.02,0.0,0.71,0.07,195,0,6,0,276,27,78
143,99,90,394,JARDIM OLAVO BILAC,25036040,58335,RUA CASSIPORE LOTE 27 QD 92,"RUA CASSIPORE LOTE 27 QD 92, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",152,JARDIM ESCOLA REINO DA CULTURA - PREDIO I,DUQUE DE CAXIAS,1163,0.23,0.0,0.04,0.0,0.61,0.12,88,0,15,0,242,47,194
116,132,96,379,CIDADE DOS MENINOS,25233000,58335,AV. PRESIDENTE KENNEDY KM 12,"AV. PRESIDENTE KENNEDY KM 12, CIDADE DOS MENINOS, DUQUE DE CAXIAS, Rio de Janeiro",131,ESCOLA ESTADUAL ASSIS CHATEAUBRIAND,DUQUE DE CAXIAS,1074,0.25,0.0,0.03,0.0,0.65,0.07,34,0,10,0,248,25,79
51,149,54,295,JARDIM ROTSEN,25272030,58335,"AV. AUTOMÓVEL CLUB, S/N KM 52","AV. AUTOMÓVEL CLUB, S/N KM 52, JARDIM ROTSEN, DUQUE DE CAXIAS, Rio de Janeiro",95,ESCOLA MUNICIPAL ALMIRANTE TAMANDARÉ,DUQUE DE CAXIAS,1384,0.18,0.0,0.04,0.0,0.68,0.1,243,0,11,0,200,30,127
65,84,74,260,CENTENÁRIO,25030040,58335,RUA DR. OTAVIO ASCOLI S/N,"RUA DR. OTAVIO ASCOLI S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",111,ESCOLA MUNICIPAL HERMÍNIA CALDAS DA SILVA,DUQUE DE CAXIAS,1104,0.28,0.0,0.03,0.0,0.57,0.11,129,0,9,0,149,28,77
151,104,101,398,PARQUE BEIRA MAR,25085460,58335,RUA FLORIANOPOLIS 75,"RUA FLORIANOPOLIS 75, PARQUE BEIRA MAR, DUQUE DE CAXIAS, Rio de Janeiro",143,COLÉGIO ESTADUAL DULCE PETRI,DUQUE DE CAXIAS,1210,0.25,0.0,0.02,0.0,0.64,0.09,18,0,8,0,255,34,66
117,134,75,381,SANTA LÚCIA,25266000,58335,"RUA TORMIN, 179 - CONJ. RES. 22 DE ABRIL - TASA","RUA TORMIN, 179 - CONJ. RES. 22 DE ABRIL - TASA, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA MUNICIPAL ROBERTO WEGUELIN DE ABREU,DUQUE DE CAXIAS,1350,0.2,0.0,0.03,0.0,0.66,0.12,120,0,11,0,251,44,127
129,155,60,393,JARDIM GRAMACHO,25055120,58335,RUA AVARE 19,"RUA AVARE 19, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",109,ESCOLA ESTADUAL LARA VILELA,DUQUE DE CAXIAS,1147,0.15,0.0,0.04,0.0,0.72,0.08,125,0,17,0,284,32,78
94,132,119,385,GRAMACHO,25035180,58335,"RUA JOAQUIM JOSE SOARES, S/N","RUA JOAQUIM JOSE SOARES, S/N, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",159,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,DUQUE DE CAXIAS,1066,0.31,0.0,0.02,0.0,0.59,0.08,27,0,9,0,226,31,194
32,250,84,394,AMAPÁ,25056110,58335,ESTRADA DO AMAPA S/N,"ESTRADA DO AMAPA S/N, AMAPÁ, DUQUE DE CAXIAS, Rio de Janeiro",112,CIEP 348 - EUGENIA MOREYRA,DUQUE DE CAXIAS,1600,0.21,0.0,0.01,0.0,0.72,0.06,615,0,4,0,282,24,79
97,153,110,398,JARDIM GRAMACHO,25055120,58335,RUA AVARE 19,"RUA AVARE 19, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",148,ESCOLA ESTADUAL LARA VILELA,DUQUE DE CAXIAS,1147,0.28,0.0,0.05,0.0,0.63,0.05,60,0,18,0,250,20,78
117,123,90,371,PARQUE COMERCIAL,25041700,58335,RUA ANTONIO GONCALVES MARTINS QD 7 LT 18,"RUA ANTONIO GONCALVES MARTINS QD 7 LT 18, PARQUE COMERCIAL, DUQUE DE CAXIAS, Rio de Janeiro",131,ESCOLA MUNICIPAL CORONEL ELISEU,DUQUE DE CAXIAS,1775,0.24,0.0,0.03,0.0,0.65,0.08,563,0,11,0,240,30,79
88,32,83,226,PARQUE LAFAIETE,25015100,58335,RUA EXP. AQUINO DE ARAUJO S/N ESQ. RUA RISOLETA CAETANO,"RUA EXP. AQUINO DE ARAUJO S/N ESQ. RUA RISOLETA CAETANO, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",106,ESCOLA MUNICIPAL TODOS OS SANTOS,DUQUE DE CAXIAS,1503,0.37,0.0,0.01,0.0,0.53,0.09,214,0,3,0,120,20,103
86,156,105,397,CAMPOS ELÍSEOS,25225636,58335,ESTRADA DO ROSARIO 118,"ESTRADA DO ROSARIO 118, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",155,ESCOLA MUNICIPAL MONTEIRO LOBATO,DUQUE DE CAXIAS,1015,0.26,0.0,0.03,0.0,0.61,0.1,2,0,12,0,242,38,126
148,115,70,374,DOUTOR LAUREANO,25065170,58335,RUA LEANDRO DA MOTA 1150,"RUA LEANDRO DA MOTA 1150, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",111,COLÉGIO ESTADUAL EVANGELINA PORTO DA MOTTA,DUQUE DE CAXIAS,1074,0.19,0.0,0.03,0.0,0.7,0.07,134,0,13,0,263,28,78
88,43,91,243,PARQUE LAFAIETE,25010540,58335,RUA MARIA LUIZA REIS S/N,"RUA MARIA LUIZA REIS S/N, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",112,ESCOLA MUNICIPAL OLGA TEIXEIRA DE OLIVEIRA,DUQUE DE CAXIAS,1414,0.37,0.0,0.02,0.0,0.54,0.07,223,0,4,0,131,17,103
117,49,58,244,ENGENHO DO PORTO,25015190,58335,RUA COMANDANTE ARI PARREIRAS S/N,"RUA COMANDANTE ARI PARREIRAS S/N, ENGENHO DO PORTO, DUQUE DE CAXIAS, Rio de Janeiro",78,CIEP ANTONIETA CAMPOS DA PAZ (CIEP 434-MARIA JOSE MACHADO),DUQUE DE CAXIAS,1368,0.24,0.0,0.01,0.0,0.68,0.07,215,0,2,0,166,18,103
144,102,92,386,BANANAL,25035030,58335,AV. FRANCISCO FALEIRO DE FREITAS LIMA 194,"AV. FRANCISCO FALEIRO DE FREITAS LIMA 194, BANANAL, DUQUE DE CAXIAS, Rio de Janeiro",140,ESCOLA ESTADUAL GETULIO VARGAS,DUQUE DE CAXIAS,1015,0.24,0.0,0.03,0.0,0.64,0.09,2,0,12,0,246,36,194
154,64,55,304,PRAINHA,25015655,58335,"RUA ROCHA PITA, S/N","RUA ROCHA PITA, S/N, PRAINHA, DUQUE DE CAXIAS, Rio de Janeiro",86,ESCOLA MUNICIPAL PRAINHA (PROFº. JAIR ALVES DE FREITAS),DUQUE DE CAXIAS,1511,0.18,0.0,0.03,0.0,0.72,0.07,180,0,9,0,218,22,103
85,109,99,312,CENTENÁRIO,25080460,58335,RUA DA MINA 960,"RUA DA MINA 960, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",118,ESCOLA ESTADUAL SENHOR DO BONFIM,DUQUE DE CAXIAS,1066,0.32,0.0,0.02,0.0,0.62,0.04,27,0,5,0,194,14,77
168,57,54,303,PRAINHA,25011350,58335,AV. PERIMETRAL ALCANTARA S/N,"AV. PERIMETRAL ALCANTARA S/N, PRAINHA, DUQUE DE CAXIAS, Rio de Janeiro",78,CIEP DA PRAINHA (CIEP- 198 PROFª. ROZA FERREIRA DE MATOS),DUQUE DE CAXIAS,1341,0.18,0.0,0.03,0.0,0.74,0.05,278,0,8,0,225,16,103
132,120,54,385,SARACURUNA,25212440,58335,AV. URUGUAIANA S/N,"AV. URUGUAIANA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",133,ESCOLA MUNICIPAL JAYME FICHMAN,DUQUE DE CAXIAS,1449,0.14,0.0,0.06,0.0,0.65,0.15,218,0,22,0,252,57,126
73,98,75,267,GRAMACHO,25035185,58335,"RUA JOAQUIM JOSE SOARES, N 273","RUA JOAQUIM JOSE SOARES, N 273, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",96,CENSA -  CENTRO EDUCACIONAL DE CAXIAS NOSSA SRA APARECIDA,DUQUE DE CAXIAS,1287,0.28,0.0,0.01,0.0,0.64,0.07,37,0,3,0,171,18,194
114,150,94,398,PILAR,25230140,58335,RUA DA FELICIDADE 03,"RUA DA FELICIDADE 03, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",134,ESCOLA MUNICIPAL SOLANO TRINDADE,DUQUE DE CAXIAS,2151,0.24,0.0,0.03,0.0,0.66,0.07,613,0,11,0,264,29,79
143,112,85,387,JARDIM LEAL,25035610,58335,RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL),"RUA FRANCISCA LEAL S/N  (ANTIGA RUA PORTUGAL), JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",132,ESCOLA ESTADUAL FIDELIS MEDEIROS,DUQUE DE CAXIAS,1090,0.22,0.0,0.02,0.0,0.66,0.1,48,0,7,0,255,40,194
170,77,87,385,CENTRO,25015020,58335,RUA MILTON MENDONCA S/N,"RUA MILTON MENDONCA S/N, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",138,ESCOLA ESTADUAL PROFESSORA NORMA TOOP URUGUAI,DUQUE DE CAXIAS,1430,0.23,0.0,0.02,0.0,0.64,0.11,259,0,7,0,247,44,103
58,184,98,359,XERÉM,25250400,58335,RUA DOS ENGENHEIROS-F.N.M. S/N,"RUA DOS ENGENHEIROS-F.N.M. S/N, XERÉM, DUQUE DE CAXIAS, Rio de Janeiro",117,COLEGIO ESTADUAL BARAO DE MAUA,DUQUE DE CAXIAS,1082,0.27,0.0,0.02,0.0,0.67,0.03,25,0,7,0,242,12,128
70,56,49,213,CENTRO,25020150,58335,"RUA JOSE DE ALVARENGA, 642","RUA JOSE DE ALVARENGA, 642, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",87,IPMDC-INSTITUTO DE PREVIDENCIA MUNICIPAL DE DUQUE DE CAXIAS,DUQUE DE CAXIAS,1171,0.23,0.0,0.02,0.0,0.59,0.15,123,0,5,0,126,33,103
75,99,89,302,VILA SÃO LUIS,25065090,58335,RUA EXPEDICIONARIO JOSE AMARO 305,"RUA EXPEDICIONARIO JOSE AMARO 305, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",128,EDUCANDÁRIO SANTA CECÍLIA,DUQUE DE CAXIAS,1210,0.29,0.0,0.02,0.0,0.58,0.11,93,0,7,0,174,32,78
117,109,119,396,VILA SÃO LUIS,25065090,58335,RUA EXPEDICIONARIO JOSE AMARO 104,"RUA EXPEDICIONARIO JOSE AMARO 104, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",170,INSTITUTO LOIDE MARTA,DUQUE DE CAXIAS,1112,0.3,0.0,0.02,0.0,0.57,0.11,76,0,9,0,226,42,200
85,146,72,359,IMBARIÊ,25267000,58335,"RUA GOINDIRA, S/N","RUA GOINDIRA, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",128,COLÉGIO ESTADUAL DOUTOR ALFREDO BACKER,DUQUE DE CAXIAS,1023,0.2,0.0,0.05,0.0,0.64,0.1,8,0,19,0,231,37,127
133,135,66,380,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",112,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.17,0.0,0.04,0.0,0.71,0.08,320,0,16,0,268,30,126
124,133,106,394,DOUTOR LAUREANO,25060220,58335,RUA LAURINDO RABELO S/N,"RUA LAURINDO RABELO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",137,ESCOLA MUNICIPAL SERGIPE,DUQUE DE CAXIAS,1066,0.27,0.0,0.02,0.0,0.65,0.06,26,0,8,0,257,23,78
79,177,68,394,PARQUE PAULISTA,25261000,58335,"AV. 31 DE MARÇO, 88","AV. 31 DE MARÇO, 88, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",138,CIEP 015 - MUNICIPALIZADO HENRIQUE DE SOUZA FILHO - HENFIL,DUQUE DE CAXIAS,1279,0.17,0.0,0.07,0.0,0.65,0.1,211,0,29,0,256,41,127
140,118,93,395,VILA SÃO LUIS,25065005,58335,RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA),"RUA DR. CARLOS ESTEVES S/N (ESQ. COM R. STA TERESA), VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",137,ESCOLA MUNICIPAL MARECHAL MALLET,DUQUE DE CAXIAS,1031,0.24,0.0,0.02,0.0,0.65,0.09,21,0,8,0,258,36,200
116,133,96,396,CAMPOS ELÍSEOS,25225216,58335,AV. TUPINAMBA DE CASTRO S/N,"AV. TUPINAMBA DE CASTRO S/N, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",147,ESCOLA ESTADUAL ADELINA CASTRO,DUQUE DE CAXIAS,1023,0.24,0.0,0.03,0.0,0.63,0.1,6,0,10,0,249,41,126
102,133,76,385,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",150,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.2,0.0,0.03,0.0,0.61,0.16,301,0,11,0,235,63,126
