DICA,WASHINGTON REIS,abstencoes,aptos,bairro,cep,codigo_municipio,endereco,location,nao_considerados,nome_local,nome_munic,num_local,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
75,87,39,234,JARDIM OLAVO BILAC,25036040,58335,"RUA PEDRO LESSA, QD 04 LT 18 E 19","RUA PEDRO LESSA, QD 04 LT 18 E 19, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",72,CVT/FAETEC,DUQUE DE CAXIAS,1180,0.17,0.0,0.03,0.0,0.69,0.12,102,0,6,0,162,27,194
69,168,73,344,TAQUARA,25270010,58335,"ESTRADA CACHOEIRA DAS DORES, 410","ESTRADA CACHOEIRA DAS DORES, 410, TAQUARA, DUQUE DE CAXIAS, Rio de Janeiro",107,ESCOLA ESTADUAL NOVA AMÉRICA,DUQUE DE CAXIAS,1139,0.21,0.0,0.01,0.0,0.69,0.08,84,0,5,0,237,29,127
107,108,97,343,JARDIM LEAL,25035570,58335,RUA SOLANGE 7,"RUA SOLANGE 7, JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",128,CIEP JARDIM LEAL,DUQUE DE CAXIAS,1031,0.28,0.0,0.01,0.0,0.63,0.08,12,0,4,0,215,27,194
93,145,115,395,CENTENÁRIO,25025010,58335,"RUA DOUTOR MANOEL REIS, 501","RUA DOUTOR MANOEL REIS, 501, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",157,COLÉGIO PEDRO II,DUQUE DE CAXIAS,1040,0.29,0.0,0.03,0.0,0.6,0.08,10,0,12,0,238,30,77
68,159,91,363,SANTA CRUZ DA SERRA,25251740,58335,RODOVIA WASHINGTON LUIZ S/N,"RODOVIA WASHINGTON LUIZ S/N, SANTA CRUZ DA SERRA, DUQUE DE CAXIAS, Rio de Janeiro",136,CIEP MONTEIRO LOBATO,DUQUE DE CAXIAS,1147,0.25,0.0,0.03,0.0,0.63,0.09,68,0,12,0,227,33,128
139,99,97,369,CENTRO,25010000,58335,AV. PRESIDENTE KENNEDY 514,"AV. PRESIDENTE KENNEDY 514, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",131,COLEGIO FUTURO VIP (ANTIGO CURSO GPI),DUQUE DE CAXIAS,1058,0.26,0.0,0.02,0.0,0.64,0.07,106,0,9,0,238,25,103
119,131,109,395,JARDIM GRAMACHO,25055340,58335,"RUA CARAMURU, 84","RUA CARAMURU, 84, JARDIM GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",145,ESCOLA MUNICIPAL MAURO DE CASTRO,DUQUE DE CAXIAS,1350,0.28,0.0,0.01,0.0,0.63,0.08,67,0,4,0,250,32,78
131,131,79,396,JARDIM PRIMAVERA,25223230,58335,RUA AMILCAR MARAPANIM S/N,"RUA AMILCAR MARAPANIM S/N, JARDIM PRIMAVERA, DUQUE DE CAXIAS, Rio de Janeiro",134,CIEP 208 ALCEU AMOROSO LIMA,DUQUE DE CAXIAS,1090,0.2,0.0,0.05,0.0,0.66,0.09,351,0,19,0,262,36,126
97,112,84,326,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",117,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.26,0.0,0.02,0.0,0.64,0.08,7,0,7,0,209,26,78
123,118,98,379,CENTRO,25020210,58335,RUA MANOEL VIEIRA 397,"RUA MANOEL VIEIRA 397, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",138,CLUBE RECREATIVO CAXIENSE,DUQUE DE CAXIAS,1090,0.26,0.0,0.03,0.0,0.64,0.08,28,0,11,0,241,29,103
142,90,62,332,PARQUE FLUMINENSE,25045270,58335,RUA JOSE DE AZEVEDO 156,"RUA JOSE DE AZEVEDO 156, PARQUE FLUMINENSE, DUQUE DE CAXIAS, Rio de Janeiro",100,ESCOLA MUNICIPAL PAULO FREIRE,DUQUE DE CAXIAS,1180,0.19,0.0,0.02,0.0,0.7,0.1,531,0,6,0,232,32,79
118,122,94,383,SARACURUNA,25220660,58335,RUA DO PORTO S/N,"RUA DO PORTO S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",143,CIEP 228 DARCY VARGAS,DUQUE DE CAXIAS,1554,0.25,0.0,0.03,0.0,0.63,0.1,267,0,12,0,240,37,126
131,100,131,396,SÃO BENTO,25045010,58335,AV. PRESIDENTE KENNEDY 9422,"AV. PRESIDENTE KENNEDY 9422, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",165,FEUDUC,DUQUE DE CAXIAS,1252,0.33,0.0,0.02,0.0,0.58,0.06,156,0,9,0,231,25,79
100,140,124,399,CENTENÁRIO,25030040,58335,RUA OTÁVIO ASCOLI S/N,"RUA OTÁVIO ASCOLI S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",159,ESCOLA ESTADUAL IRINEU MARINHO,DUQUE DE CAXIAS,1058,0.31,0.0,0.03,0.0,0.6,0.06,24,0,13,0,240,22,77
60,38,30,141,PARQUE PAULICÉIA,25071000,58335,RUA PARANA 739,"RUA PARANA 739, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",43,ESCOLA MUNICIPAL MOTA SOBRINHO,DUQUE DE CAXIAS,1023,0.21,0.0,0.01,0.0,0.7,0.09,117,0,1,0,98,12,200
132,103,78,385,PARQUE PAULICÉIA,25070102,58335,AV. DUQUE DE CAXIAS S/N,"AV. DUQUE DE CAXIAS S/N, PARQUE PAULICÉIA, DUQUE DE CAXIAS, Rio de Janeiro",150,IGREJA PRESBITERIANA,DUQUE DE CAXIAS,1198,0.2,0.0,0.04,0.0,0.61,0.15,96,0,16,0,235,56,200
37,255,77,396,AMAPÁ,25056110,58335,ESTRADA DO AMAPA S/N,"ESTRADA DO AMAPA S/N, AMAPÁ, DUQUE DE CAXIAS, Rio de Janeiro",104,CIEP 348 - EUGENIA MOREYRA,DUQUE DE CAXIAS,1600,0.19,0.0,0.02,0.0,0.74,0.05,651,0,9,0,292,18,79
77,141,73,359,PARQUE PAULISTA,25261320,58335,"AVENIDA 31 DE MARÇO, S/N","AVENIDA 31 DE MARÇO, S/N, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",141,ESCOLA ESTADUAL PADRE ANCHIETA,DUQUE DE CAXIAS,1112,0.2,0.0,0.05,0.0,0.61,0.14,191,0,19,0,218,49,127
76,189,98,398,FIGUEIRA,25230570,58335,ALAMEDA PAULA LILIANE S/N,"ALAMEDA PAULA LILIANE S/N, FIGUEIRA, DUQUE DE CAXIAS, Rio de Janeiro",133,ESCOLA  MUNICIPAL IMACULADA CONCEICAO,DUQUE DE CAXIAS,1511,0.25,0.0,0.01,0.0,0.67,0.08,250,0,5,0,265,30,126
73,169,87,395,FRANGO DOURADO,25251130,58335,RUA BOITATA S/N,"RUA BOITATA S/N, FRANGO DOURADO, DUQUE DE CAXIAS, Rio de Janeiro",153,CIEP 320 - ARCAMPO,DUQUE DE CAXIAS,1015,0.22,0.0,0.04,0.0,0.61,0.13,87,0,14,0,242,52,128
91,75,74,275,PERIQUITOS,25010000,58335,"AV. HENRIQUE VALADARES, 16","AV. HENRIQUE VALADARES, 16, PERIQUITOS, DUQUE DE CAXIAS, Rio de Janeiro",109,ESCOLA MUNICIPAL PROFESSORA MARIA JOSÉ DE OLIVEIRA,DUQUE DE CAXIAS,1260,0.27,0.0,0.03,0.0,0.6,0.1,120,0,8,0,166,27,77
149,90,103,387,SANTA LÚCIA,25275450,58335,"AV. FELICIANO SODRÉ, S/N","AV. FELICIANO SODRÉ, S/N, SANTA LÚCIA, DUQUE DE CAXIAS, Rio de Janeiro",148,CIEP 171 - JOSÉ AMÉRICO PESSANHA,DUQUE DE CAXIAS,1015,0.27,0.0,0.05,0.0,0.62,0.07,235,0,18,0,239,27,127
151,69,67,325,BAR DOS CAVALEIROS,25015420,58335,RUA CAMPOS 55,"RUA CAMPOS 55, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",105,ESCOLA MUNICIPAL PROF. HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1384,0.21,0.0,0.02,0.0,0.68,0.1,250,0,7,0,220,31,103
125,129,95,392,DOUTOR LAUREANO,25060220,58335,RUA LAURINDO RABELO S/N,"RUA LAURINDO RABELO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",138,ESCOLA MUNICIPAL SERGIPE,DUQUE DE CAXIAS,1066,0.24,0.0,0.02,0.0,0.65,0.09,148,0,7,0,254,36,78
83,122,75,335,NOVA CAMPINAS,25260000,58335,"AVENIDA A, S/N","AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",130,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,0.22,0.0,0.04,0.0,0.61,0.12,81,0,15,0,205,40,127
124,80,67,299,PANTANAL,25040060,58335,AV. LAURO SODRE S/N,"AV. LAURO SODRE S/N, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",95,CIEP GRACILIANO RAMOS,DUQUE DE CAXIAS,1376,0.22,0.0,0.01,0.0,0.68,0.08,480,0,4,0,204,24,79
103,98,87,325,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.27,0.0,0.02,0.0,0.62,0.09,18,0,7,0,201,30,78
108,148,73,393,PILAR,25230140,58335,RUA DA FELICIDADE 03,"RUA DA FELICIDADE 03, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",137,ESCOLA MUNICIPAL SOLANO TRINDADE,DUQUE DE CAXIAS,2151,0.19,0.0,0.05,0.0,0.65,0.12,634,0,18,0,256,46,79
146,83,118,395,PARQUE FLUMINENSE,25046560,58335,RUA KNAUBER S/N,"RUA KNAUBER S/N, PARQUE FLUMINENSE, DUQUE DE CAXIAS, Rio de Janeiro",166,ESCOLA MUNICIPAL MINAS GERAIS,DUQUE DE CAXIAS,1201,0.3,0.0,0.05,0.0,0.58,0.07,95,0,19,0,229,29,79
116,100,79,320,PERIQUITOS,25025320,58335,"RUA BERNARDO MONTEIRO, 13","RUA BERNARDO MONTEIRO, 13, PERIQUITOS, DUQUE DE CAXIAS, Rio de Janeiro",104,ESCOLA ESTADUAL INÁCIO BEZERRA DE MENEZES,DUQUE DE CAXIAS,1252,0.25,0.0,0.01,0.0,0.68,0.07,111,0,4,0,216,21,77
79,125,123,371,IMBARIÊ,25267000,58335,"RUA GOINDIRA, S/N","RUA GOINDIRA, S/N, IMBARIÊ, DUQUE DE CAXIAS, Rio de Janeiro",167,COLÉGIO ESTADUAL DOUTOR ALFREDO BACKER,DUQUE DE CAXIAS,1023,0.33,0.0,0.02,0.0,0.55,0.1,5,0,8,0,204,36,127
78,81,77,256,JARDIM LEAL,25035570,58335,RUA SOLANGE 7,"RUA SOLANGE 7, JARDIM LEAL, DUQUE DE CAXIAS, Rio de Janeiro",97,CIEP JARDIM LEAL,DUQUE DE CAXIAS,1031,0.3,0.0,0.01,0.0,0.62,0.07,11,0,3,0,159,17,194
130,74,99,332,PANTANAL,25040240,58335,RUA DELGADO CARVALHO LT 40 QD 52,"RUA DELGADO CARVALHO LT 40 QD 52, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",128,CENTRO EDUCACIONAL SILVA TAVARES - ANT. ARCO ÍRIS,DUQUE DE CAXIAS,2135,0.3,0.0,0.04,0.0,0.61,0.05,164,0,13,0,204,16,79
110,149,79,397,SARACURUNA,25212662,58335,RUA CASTRO ALVES S/N,"RUA CASTRO ALVES S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",138,CIEP 229 CANDIDO PORTINARI,DUQUE DE CAXIAS,1724,0.2,0.0,0.04,0.0,0.65,0.11,237,0,17,0,259,42,126
46,201,79,351,MANTIQUIRA,25245710,58335,RUA EDIR BARBOSA 21,"RUA EDIR BARBOSA 21, MANTIQUIRA, DUQUE DE CAXIAS, Rio de Janeiro",104,ESCOLA ESTADUAL MONTEIRO LOBATO,DUQUE DE CAXIAS,1112,0.23,0.0,0.02,0.0,0.7,0.05,51,0,7,0,247,18,128
108,109,81,337,CAROLINA,25070140,58335,RUA PRIMEIRO DE MAIO S/N,"RUA PRIMEIRO DE MAIO S/N, CAROLINA, DUQUE DE CAXIAS, Rio de Janeiro",120,COLÉGIO ESTADUAL RUI BARBOSA,DUQUE DE CAXIAS,1104,0.24,0.0,0.02,0.0,0.64,0.09,45,0,8,0,217,31,78
123,98,66,342,CENTRO,25010300,58335,RUA TENENTE JOSE DIAS 349,"RUA TENENTE JOSE DIAS 349, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",121,COLEGIO SANTO ANTONIO,DUQUE DE CAXIAS,1120,0.19,0.0,0.04,0.0,0.65,0.13,110,0,12,0,221,43,103
54,227,53,357,MANTIQUIRA,25250570,58335,"RUA DR. OSMUNDO RIBEIRO DUARTE, S/N","RUA DR. OSMUNDO RIBEIRO DUARTE, S/N, MANTIQUIRA, DUQUE DE CAXIAS, Rio de Janeiro",76,ESCOLA MUNICIPAL SANTO AGOSTINHO,DUQUE DE CAXIAS,1155,0.15,0.0,0.02,0.0,0.79,0.05,75,0,6,0,281,17,128
96,115,77,331,VILA SÃO LUIS,25065050,58335,"PRAÇA DA BANDEIRA, S/N","PRAÇA DA BANDEIRA, S/N, VILA SÃO LUIS, DUQUE DE CAXIAS, Rio de Janeiro",120,ESCOLA MUNICIPAL EXPEDICIONÁRIO AQUINO DE ARAÚJO,DUQUE DE CAXIAS,1198,0.23,0.0,0.02,0.0,0.64,0.11,182,0,8,0,211,35,78
176,107,70,397,VILA ROSARIO,25040060,58335,AVENIDA PRESIDENTE KENNEDY S/N,"AVENIDA PRESIDENTE KENNEDY S/N, VILA ROSARIO, DUQUE DE CAXIAS, Rio de Janeiro",114,ESCOLA MUNICIPAL JOSE CAMILO DOS SANTOS,DUQUE DE CAXIAS,2194,0.18,0.0,0.02,0.0,0.71,0.09,632,0,8,0,283,36,79
80,115,81,314,NOVA CAMPINAS,25211220,58335,"AV. A, S/N","AV. A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",119,CIEP 227 - PROCÓPIO FERREIRA,DUQUE DE CAXIAS,1120,0.26,0.0,0.03,0.0,0.62,0.09,199,0,9,0,195,29,127
90,106,95,332,NOVA CAMPINAS,25260000,58335,"AVENIDA A, S/N","AVENIDA A, S/N, NOVA CAMPINAS, DUQUE DE CAXIAS, Rio de Janeiro",136,ESCOLA ESTADUAL NOVA CAMPINAS,DUQUE DE CAXIAS,1376,0.29,0.0,0.02,0.0,0.59,0.1,82,0,7,0,196,34,127
94,68,82,277,PARQUE LAFAIETE,25010540,58335,RUA MARIA LUIZA REIS S/N,"RUA MARIA LUIZA REIS S/N, PARQUE LAFAIETE, DUQUE DE CAXIAS, Rio de Janeiro",115,ESCOLA ESTADUAL DUQUE DE CAXIAS,DUQUE DE CAXIAS,1422,0.3,0.0,0.03,0.0,0.58,0.09,231,0,8,0,162,25,103
141,123,67,396,JARDIM OLAVO BILAC,25036040,58335,RUA CASSIPORE LOTE 27 QD 92,"RUA CASSIPORE LOTE 27 QD 92, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",132,JARDIM ESCOLA REINO DA CULTURA - PREDIO I,DUQUE DE CAXIAS,1163,0.17,0.0,0.03,0.0,0.67,0.13,62,0,13,0,264,52,194
112,119,123,398,PILAR,25233090,58335,"RUA LEONTINA MEZIOT, S/N","RUA LEONTINA MEZIOT, S/N, PILAR, DUQUE DE CAXIAS, Rio de Janeiro",167,CIEP 404 - CLARICE LISPECTOR,DUQUE DE CAXIAS,1082,0.31,0.0,0.04,0.0,0.58,0.08,40,0,14,0,231,30,79
115,146,76,399,CAMPOS ELÍSEOS,25225636,58335,RUA DO ROSARIO 119,"RUA DO ROSARIO 119, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",138,INSTITUTO CULTURAL FLAVIO CASIMIRO,DUQUE DE CAXIAS,1660,0.19,0.0,0.05,0.0,0.65,0.1,24,0,21,0,261,41,126
117,114,88,366,CENTENÁRIO,25020210,58335,RUA MANOEL VIEIRA S/N,"RUA MANOEL VIEIRA S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",135,ESCOLA MUNICIPAL CARLOTA MACHADO,DUQUE DE CAXIAS,1384,0.24,0.0,0.03,0.0,0.63,0.1,155,0,11,0,231,36,77
107,126,78,384,SARACURUNA,25212690,58335,"RUA 15 DE NOVEMBRO, S/N","RUA 15 DE NOVEMBRO, S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",151,ESCOLA ESTADUAL PROFESSORA SARAH FARIA BRAZ,DUQUE DE CAXIAS,1767,0.2,0.0,0.03,0.0,0.61,0.16,332,0,13,0,233,60,126
89,101,51,300,SARACURUNA,25211010,58335,RUA PETROLINA S/N,"RUA PETROLINA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",110,ESCOLA ESTADUAL ALBERTO SANTOS DUMONT,DUQUE DE CAXIAS,1430,0.17,0.0,0.05,0.0,0.63,0.15,215,0,15,0,190,44,126
100,136,119,386,DOUTOR LAUREANO,25060220,58335,RUA LAURINDO RABELO S/N,"RUA LAURINDO RABELO S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",150,ESCOLA MUNICIPAL SERGIPE,DUQUE DE CAXIAS,1066,0.31,0.0,0.01,0.0,0.61,0.07,23,0,5,0,236,26,78
91,52,42,226,BANANAL,25036120,58335,"RUA DR. JOÃO CLEMENTINO, 817","RUA DR. JOÃO CLEMENTINO, 817, BANANAL, DUQUE DE CAXIAS, Rio de Janeiro",83,ESCOLA MUNICIPAL DARCY VARGAS,DUQUE DE CAXIAS,1023,0.19,0.0,0.06,0.0,0.63,0.12,104,0,13,0,143,28,194
66,60,88,234,PARQUE SENHOR DO BONFIM,25000000,58335,AV. SALGADO FILHO 434,"AV. SALGADO FILHO 434, PARQUE SENHOR DO BONFIM, DUQUE DE CAXIAS, Rio de Janeiro",108,ESCOLA MUNICIPAL ZILLA JUNGER,DUQUE DE CAXIAS,1309,0.38,0.0,0.03,0.0,0.54,0.06,41,0,7,0,126,13,103
55,108,104,299,PARQUE EQUITATIVA,25260390,58335,"AV. DUQUE DE CAXIAS, 153","AV. DUQUE DE CAXIAS, 153, PARQUE EQUITATIVA, DUQUE DE CAXIAS, Rio de Janeiro",136,ESCOLA MUNICIPAL MINERVINA BARBOSA DE CASTRO,DUQUE DE CAXIAS,1104,0.35,0.0,0.03,0.0,0.55,0.08,58,0,8,0,163,24,127
138,105,81,357,PANTANAL,25040610,58335,ESTRADA DO CALUNDU S/N - N.S. DO CARMO,"ESTRADA DO CALUNDU S/N - N.S. DO CARMO, PANTANAL, DUQUE DE CAXIAS, Rio de Janeiro",114,ESCOLA MUNICIPAL EULINA PINTO DE BARROS,DUQUE DE CAXIAS,1430,0.23,0.0,0.03,0.0,0.68,0.07,460,0,9,0,243,24,79
101,169,67,394,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN S/N,"AV. CHOPIN S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",124,CIEP CHARLES CHAPLIN,DUQUE DE CAXIAS,1295,0.17,0.0,0.04,0.0,0.69,0.11,137,0,14,0,270,43,78
102,147,84,373,CAMPOS ELÍSEOS,25225000,58335,RUA DAS TAMARINDAS S/N,"RUA DAS TAMARINDAS S/N, CAMPOS ELÍSEOS, DUQUE DE CAXIAS, Rio de Janeiro",124,ESCOLA MUNICIPAL DOUTOR MANOEL REIS,DUQUE DE CAXIAS,1031,0.23,0.0,0.03,0.0,0.67,0.08,18,0,12,0,249,28,126
85,94,103,324,COPACABANA,25060445,58335,AV PREFEITO BRAULINO DE MATOS REIS 1410,"AV PREFEITO BRAULINO DE MATOS REIS 1410, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",145,ESCOLA MUNICIPAL WILSON DE OLIVEIRA SIMÕES (LICEU),DUQUE DE CAXIAS,1040,0.32,0.0,0.04,0.0,0.55,0.09,8,0,13,0,179,29,78
90,117,103,340,CENTENÁRIO,25030040,58335,RUA OTÁVIO ASCOLI S/N,"RUA OTÁVIO ASCOLI S/N, CENTENÁRIO, DUQUE DE CAXIAS, Rio de Janeiro",133,ESCOLA ESTADUAL IRINEU MARINHO,DUQUE DE CAXIAS,1058,0.3,0.0,0.01,0.0,0.61,0.07,23,0,5,0,207,25,77
46,163,51,313,PARQUE ELDORADO,11111111,58335,RUA PARANA 5 E 6,"RUA PARANA 5 E 6, PARQUE ELDORADO, DUQUE DE CAXIAS, Rio de Janeiro",104,CENTRO EDUCACIONAL RENASCER,DUQUE DE CAXIAS,1058,0.16,0.0,0.04,0.0,0.67,0.13,106,0,11,0,209,42,128
135,161,110,455,CIDADE DOS MENINOS,25233000,58335,AV.PRESIDENTE KENNEDY KM 12,"AV.PRESIDENTE KENNEDY KM 12, CIDADE DOS MENINOS, DUQUE DE CAXIAS, Rio de Janeiro",159,CIEP 032 - CORA CORALINA,DUQUE DE CAXIAS,1066,0.24,0.0,0.02,0.0,0.65,0.09,27,0,8,0,296,41,79
71,108,98,308,GRAMACHO,25035250,58335,AV. DARCY VARGAS 21,"AV. DARCY VARGAS 21, GRAMACHO, DUQUE DE CAXIAS, Rio de Janeiro",129,ESCOLA MUNICIPAL CORA CORALINA (ANTIGA THIAGO APOSTOLO),DUQUE DE CAXIAS,1120,0.32,0.0,0.01,0.0,0.58,0.09,69,0,3,0,179,28,194
158,61,74,323,BAR DOS CAVALEIROS,25015420,58335,RUA CAMPOS 55,"RUA CAMPOS 55, BAR DOS CAVALEIROS, DUQUE DE CAXIAS, Rio de Janeiro",104,ESCOLA MUNICIPAL PROF. HILDA DO CARMO SIQUEIRA,DUQUE DE CAXIAS,1384,0.23,0.0,0.02,0.0,0.68,0.08,204,0,5,0,219,25,103
138,110,93,394,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",146,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,DUQUE DE CAXIAS,1783,0.24,0.0,0.03,0.0,0.63,0.1,466,0,12,0,248,41,79
79,86,110,310,JARDIM 25 DE AGOSTO,25070390,58335,"RUA TUIUTI, 257","RUA TUIUTI, 257, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS, Rio de Janeiro",145,ESCOLA ESTADUAL MUNICIPALIZADA MANOEL JOAQUIM SALGUEIRO,DUQUE DE CAXIAS,1104,0.35,0.0,0.04,0.0,0.53,0.08,45,0,11,0,165,24,66
134,88,126,393,SÃO BENTO,25045000,58335,AV. PRESIDENTE KENNEDY S/N,"AV. PRESIDENTE KENNEDY S/N, SÃO BENTO, DUQUE DE CAXIAS, Rio de Janeiro",171,CIEP 118 VEREADOR VILSON CAMPOS MACEDO,DUQUE DE CAXIAS,1783,0.32,0.0,0.03,0.0,0.56,0.08,643,0,13,0,222,32,79
106,124,74,377,SARACURUNA,25212440,58335,AV. URUGUAIANA S/N,"AV. URUGUAIANA S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",147,ESCOLA MUNICIPAL JAYME FICHMAN,DUQUE DE CAXIAS,1449,0.2,0.0,0.02,0.0,0.61,0.17,274,0,8,0,230,65,126
103,133,75,377,SARACURUNA,25220660,58335,RUA DO PORTO S/N,"RUA DO PORTO S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",141,CIEP 228 DARCY VARGAS,DUQUE DE CAXIAS,1554,0.2,0.0,0.05,0.0,0.63,0.12,270,0,20,0,236,46,126
64,137,103,333,PARQUE PAULISTA,25261320,58335,"AVENIDA 31 DE MARÇO, S/N","AVENIDA 31 DE MARÇO, S/N, PARQUE PAULISTA, DUQUE DE CAXIAS, Rio de Janeiro",132,ESCOLA ESTADUAL PADRE ANCHIETA,DUQUE DE CAXIAS,1112,0.31,0.0,0.02,0.0,0.6,0.07,66,0,7,0,201,22,127
122,101,48,309,JARDIM OLAVO BILAC,25036460,58335,"RUA OTAVIO CARNEIRO, S/N","RUA OTAVIO CARNEIRO, S/N, JARDIM OLAVO BILAC, DUQUE DE CAXIAS, Rio de Janeiro",86,ESCOLA MUNICIPAL GUSTAVO AMBRUST,DUQUE DE CAXIAS,1112,0.16,0.0,0.02,0.0,0.72,0.1,100,0,6,0,223,32,194
74,203,35,339,SANTO ANTONIO,25253550,58335,RUA MANOEL GARCIA DA SILVA S/N,"RUA MANOEL GARCIA DA SILVA S/N, SANTO ANTONIO, DUQUE DE CAXIAS, Rio de Janeiro",62,ESCOLA ESTADUAL HERVALINA DINIZ PIRES,DUQUE DE CAXIAS,1120,0.1,0.0,0.02,0.0,0.82,0.06,57,0,7,0,277,20,128
109,130,84,377,SARACURUNA,25212390,58335,AV. PRESIDENTE ROOSEVELT S/N,"AV. PRESIDENTE ROOSEVELT S/N, SARACURUNA, DUQUE DE CAXIAS, Rio de Janeiro",138,CIEP 318 - PAULO MENDES CAMPOS,DUQUE DE CAXIAS,1422,0.22,0.0,0.03,0.0,0.63,0.11,209,0,11,0,239,43,126
115,71,100,330,CENTRO,25010230,58335,"RUA JORGE VIEIRA DE MEDEIROS,101 - ANTIGA RUA 25 DE AGOSTO","RUA JORGE VIEIRA DE MEDEIROS,101 - ANTIGA RUA 25 DE AGOSTO, CENTRO, DUQUE DE CAXIAS, Rio de Janeiro",144,COLEGIO SÃO FRANCISCO,DUQUE DE CAXIAS,1112,0.3,0.0,0.03,0.0,0.56,0.11,91,0,9,0,186,35,103
60,185,110,396,VILA EMA,25268000,58335,"RUA M, SN","RUA M, SN, VILA EMA, DUQUE DE CAXIAS, Rio de Janeiro",151,ESCOLA ESTADUAL FRANCISCO PORTUGAL NEVES,DUQUE DE CAXIAS,1040,0.28,0.0,0.04,0.0,0.62,0.07,18,0,15,0,245,26,127
125,112,116,394,COPACABANA,25060200,58335,RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 3374,"RUA PRESIDENTE JUSCELINO KUBISTCHEK DE OLIVEIRA 3374, COPACABANA, DUQUE DE CAXIAS, Rio de Janeiro",157,ESCOLA MUNICIPAL GENERAL SAMPAIO,DUQUE DE CAXIAS,1015,0.29,0.0,0.02,0.0,0.6,0.08,1,0,8,0,237,33,78
47,244,40,354,MANTIQUIRA,25250570,58335,"RUA DR. OSMUNDO RIBEIRO DUARTE, S/N","RUA DR. OSMUNDO RIBEIRO DUARTE, S/N, MANTIQUIRA, DUQUE DE CAXIAS, Rio de Janeiro",63,ESCOLA MUNICIPAL SANTO AGOSTINHO,DUQUE DE CAXIAS,1155,0.11,0.0,0.01,0.0,0.82,0.06,111,0,3,0,291,20,128
117,128,89,392,DOUTOR LAUREANO,25050580,58335,AV. CHOPIN S/N,"AV. CHOPIN S/N, DOUTOR LAUREANO, DUQUE DE CAXIAS, Rio de Janeiro",147,CIEP CHARLES CHAPLIN,DUQUE DE CAXIAS,1295,0.23,0.0,0.03,0.0,0.62,0.11,147,0,13,0,245,45,78
