DICA,WASHINGTON REIS,abstencoes,aptos,codigo_municipio,nao_considerados,percentual_abstencoes,percentual_anulados,percentual_brancos,percentual_legenda,percentual_nominais,percentual_nulos,secao,votos_anulados,votos_brancos,votos_legenda,votos_nominais,votos_nulos,zona
68,187,75,379,58335,124,0.2,0.0,0.03,0.0,0.67,0.09,16,0,13,0,255,36,128
116,101,97,343,58335,126,0.28,0.0,0.01,0.0,0.63,0.08,108,0,2,0,217,27,79
55,169,114,366,58335,142,0.31,0.0,0.02,0.0,0.61,0.06,24,0,7,0,224,21,127
71,48,74,208,58335,89,0.36,0.0,0.01,0.0,0.57,0.06,59,0,3,0,119,12,200
99,139,111,397,58335,159,0.28,0.0,0.03,0.0,0.6,0.09,3,0,12,0,238,36,126
130,89,66,339,58335,120,0.19,0.0,0.03,0.0,0.65,0.13,183,0,9,0,219,45,126
116,86,57,301,58335,99,0.19,0.0,0.03,0.0,0.67,0.11,571,0,10,0,202,32,79
124,147,143,458,58335,187,0.31,0.0,0.03,0.0,0.59,0.07,28,0,12,0,271,32,79
63,166,70,374,58335,145,0.19,0.0,0.05,0.0,0.61,0.15,331,0,18,0,229,57,126
155,98,82,399,58335,146,0.21,0.0,0.04,0.0,0.63,0.12,66,0,16,0,253,48,126
99,88,87,322,58335,135,0.27,0.0,0.03,0.0,0.58,0.12,137,0,10,0,187,38,103
107,149,91,397,58335,141,0.23,0.0,0.04,0.0,0.64,0.09,186,0,15,0,256,35,78
113,62,124,333,58335,158,0.37,0.0,0.02,0.0,0.53,0.09,90,0,5,0,175,29,103
137,84,120,393,58335,172,0.31,0.0,0.03,0.0,0.56,0.1,32,0,12,0,221,40,66
84,70,79,273,58335,119,0.29,0.0,0.04,0.0,0.56,0.11,106,0,11,0,154,29,77
88,68,74,265,58335,109,0.28,0.0,0.03,0.0,0.59,0.11,80,0,7,0,156,28,66
152,79,96,376,58335,145,0.26,0.0,0.03,0.0,0.61,0.1,251,0,10,0,231,39,103
134,109,110,396,58335,153,0.28,0.0,0.03,0.0,0.61,0.08,26,0,13,0,243,30,66
107,153,82,398,58335,138,0.21,0.0,0.04,0.0,0.65,0.1,135,0,15,0,260,41,78
101,169,73,398,58335,128,0.18,0.0,0.03,0.0,0.68,0.11,612,0,12,0,270,43,79
111,139,78,372,58335,122,0.21,0.0,0.03,0.0,0.67,0.09,569,0,12,0,250,32,79
134,65,101,341,58335,142,0.3,0.0,0.02,0.0,0.58,0.1,93,0,7,0,199,34,79
150,116,72,383,58335,117,0.19,0.0,0.04,0.0,0.69,0.08,551,0,15,0,266,30,79
106,139,98,371,58335,126,0.26,0.0,0.02,0.0,0.66,0.05,40,0,9,0,245,19,77
56,194,83,396,58335,146,0.21,0.0,0.05,0.0,0.63,0.11,131,0,18,0,250,45,128
112,165,56,395,58335,118,0.14,0.0,0.05,0.0,0.7,0.11,25,0,19,0,277,43,126
48,62,29,162,58335,52,0.18,0.0,0.07,0.0,0.68,0.07,361,0,12,0,110,11,126
96,111,125,381,58335,174,0.33,0.0,0.02,0.0,0.54,0.1,207,0,9,0,207,40,126
150,94,118,399,58335,155,0.3,0.0,0.01,0.0,0.61,0.08,16,0,4,0,244,33,66
36,250,74,378,58335,92,0.2,0.0,0.01,0.0,0.76,0.04,128,0,4,0,286,14,128
99,141,86,393,58335,153,0.22,0.0,0.03,0.0,0.61,0.14,72,0,11,0,240,56,126
76,199,76,395,58335,120,0.19,0.0,0.03,0.0,0.7,0.09,252,0,10,0,275,34,126
107,148,72,397,58335,142,0.18,0.0,0.04,0.0,0.64,0.14,236,0,15,0,255,55,126
107,75,78,298,58335,116,0.26,0.0,0.02,0.0,0.61,0.11,88,0,6,0,182,32,200
